,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,2,1
49,2,2
50,2,3
51,2,4
52,2,5
53,2,6
54,2,7
55,2,8
56,2,9
57,2,10
58,2,11
59,2,12
60,2,13
61,2,14
62,2,15
63,2,16
64,2,17
65,2,18
66,2,19
67,2,20
68,2,21
69,2,22
70,2,23
71,2,24
72,2,25
73,2,26
74,2,27
75,2,28
76,2,29
77,2,30
78,2,31
79,2,32
80,2,33
81,2,34
82,2,35
83,2,36
84,2,37
85,2,38
86,2,39
87,2,40
88,2,41
89,2,42
90,2,43
91,2,44
92,2,45
93,2,46
94,2,47
