,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,1,60
61,1,61
62,1,62
63,1,63
64,1,64
65,1,65
66,1,66
67,1,67
68,1,68
69,1,69
70,2,1
71,2,2
72,2,3
73,2,4
74,2,5
75,2,6
76,2,7
77,2,8
78,2,9
79,2,10
80,2,11
81,2,12
82,2,13
83,2,14
84,2,15
85,2,16
86,2,17
87,2,18
88,2,19
89,2,20
90,2,21
91,2,22
92,2,23
93,2,24
94,2,25
95,2,26
96,2,27
97,2,28
98,2,29
99,2,30
100,2,31
101,2,32
102,2,33
103,2,34
104,2,35
105,2,36
106,2,37
107,2,38
108,2,39
109,2,40
110,2,41
111,2,42
112,2,43
113,2,44
114,2,45
115,2,46
116,2,47
117,2,48
118,2,49
119,2,50
120,2,51
121,2,52
122,2,53
123,2,54
124,2,55
125,2,56
126,2,57
127,2,58
128,2,59
129,2,60
130,2,61
131,2,62
132,2,63
133,2,64
134,2,65
135,2,66
136,2,67
137,2,68
138,2,69
