"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115"
"24","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","22"
"25","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","1","7"
"26","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","2","1","6"
"27","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","3","19"
"28","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","3","21"
"29","2","1","2","2","1","2","1","1","1","2","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","1","1","2","3","10"
"30","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","3","16"
"31","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","3"
"32","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","3","22"
"33","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","2","2","3","15"
"34","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","1","2","1","21"
"35","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","2","16"
"36","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","3","13"
"37","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","2","2","3","17"
"38","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","19"
"39","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","1","1","4"
"40","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","14"
"41","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","16"
"42","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","3","13"
"43","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1"
"44","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","23"
"45","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","3","17"
"46","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","1","11"
"47","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","9"
"48","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","1","17"
"49","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","2","2","1","12"
"50","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","2","2","1","24"
"51","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","2","18"
"52","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","2","10"
"53","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","2","1","3","24"
"54","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","1","2","11"
"55","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","2","2","2"
"56","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","7"
