,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,2,1
37,2,2
38,2,3
39,2,4
40,2,5
41,2,6
42,2,7
43,2,8
44,2,9
45,2,10
46,2,11
47,2,12
48,2,13
49,2,14
50,2,15
51,2,16
52,2,17
53,2,18
54,2,19
55,2,20
56,2,21
57,2,22
58,2,23
59,2,24
60,2,25
61,2,26
62,2,27
63,2,28
64,2,29
65,2,30
66,2,31
67,2,32
68,2,33
69,2,34
70,2,35
