"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56"
"11","2","2","2","1","1","1","1","1","2","1","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1","1","2","2","2","1","1","2","1","2","1","2","1","1","2","1","1","2","1","1","1","1","3","3","3","1"
"12","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1"
"13","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","3","2","1","3"
"14","2","2","2","1","1","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1"
"15","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","1","2","1","2","2","1","2","3","1","2"
"16","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","2","1","1","1","2","2","2","1","2","2","2","2","2","1"
"17","2","1","2","1","2","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1"
"18","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2","3","3","3","1"
"19","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","1","3","1","2","2"
"20","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","1","2","1","1","2","2","2","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1"
"21","2","2","1","1","1","2","2","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","2","1","2","1","3","2","3"
"22","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","1","2","2","2","2","1","1","2","2","1","2","1","2","1","1","1","1"
"23","1","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","1","1","2","1","2","1","2","1","1","2","1","1","2","1","2","1","2","3","3","3","1"
"24","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1"
"25","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","2","1","2","2","2","3","1","2"
"26","2","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","1","1","2","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1"
"27","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1"
"28","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","1","2","1","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","3","3"
"29","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","1","2","1","1","2","2","1","2","2","2","1","2","2","3","1","2","2"
"30","2","2","1","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","1","1","2","2","1","3","2","1","3"
"31","1","2","2","2","1","1","1","1","2","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","2","1","1","1","1","2","1","2","2","1","1","1","2","1","3","3"
"32","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","2","2","1","2","1","3","3"
"33","2","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","2","2","1","2","2","1","3","3"
"34","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","1","1","1","3","2","3"
"35","1","2","2","2","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","3","2"
"36","1","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","2","1","2","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","1","1","1","1","3","2","3"
"37","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","3","1","2"
"38","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","2","1","3","3"
"39","1","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","1","1","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","2","1","2","1","3","2","3"
"40","1","1","2","1","1","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2","1","2","2","2","1","3","3","3","1"
"41","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","2","1","1","2","1","2","1","1","1","1","1","1","1","1","2","2","1","1","2","3","2"
"42","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","1","2","2","1","2","1","1","1","1"
"43","1","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","2","1","2","2","3","1","2"
"44","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","1","2","2","2","2","1","3","2","1","3"
"45","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","3","1","2","2"
"46","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","1","2","2","2","2","2","1"
"47","2","2","1","2","2","1","1","1","1","2","1","2","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","3","3","3","1"
"48","1","1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","2","1","2","1","1","2","1","2","2","1","2","3","2","1","3"
"49","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","1","1","2","2","1","2","3","1","2","2"
"50","1","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","1","1","1","3","2","1","3"
"51","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","3","2"
"52","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","2","1","1","1","1","1","1","2","2","2","2","2","1","1","2","2","2","1","1","3","2","3"
"53","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","3","3","3","1"
"54","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","1","1","1","2","2","1","2","1","1","2","2","1","2","2","2","2","2","1","3","1","2","2"
"55","2","2","1","1","1","2","1","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","1","1","1","1","2","3","2"
"56","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","3","2"
"57","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","2","2","1","3","3","3","1"
"58","1","2","1","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","1","1","2","2","2","3","1","2"
"59","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","1","2","2","3","3","3","1"
"60","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","2","2","1","1","2","1","2","1","2","3","2"
"61","2","2","2","1","2","1","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1"
"62","1","2","1","2","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","2","2","2","1","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1"
"63","2","1","2","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","3","2","1","3"
"64","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","1","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","1","2","3","1","2"
"65","2","1","1","1","2","1","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","2","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","1","2","3","2"
"66","1","1","1","2","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","2","1","1","1","1","2","1","3","3"
"67","2","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","1","1","1","1"
"68","2","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","1","2","1","2","1","2","1","1","2","1","2","1","1","1","3","2","1","3"
"69","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","2","1","2","2","1","3","2","3"
"70","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","3","1","2"
"71","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","3","2","1","3"
"72","1","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","1","1","1","1","2","2","1","1","1","2","2","2","2","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","3","1","2","2"
