"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75"
"11","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1"
"12","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2"
"13","1","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2"
"14","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1"
"15","2","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1"
"16","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2"
"17","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2"
"18","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2"
"19","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2"
"20","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1"
"21","1","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2"
"22","1","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2"
"23","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1"
"24","2","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1"
"25","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2"
"26","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2"
"27","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1"
"28","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1"
"29","2","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1"
"30","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1"
"31","1","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2"
"32","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1"
"33","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2"
"34","1","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2"
"35","1","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2"
"36","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2"
"37","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2"
"38","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2"
"39","1","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2"
"40","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2"
"41","2","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1"
"42","2","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1"
"43","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2"
"44","1","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2"
"45","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1"
"46","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1"
"47","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1"
"48","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1"
"49","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2"
"50","2","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1"
"51","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2"
"52","1","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2"
"53","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1"
"54","1","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2"
"55","1","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2"
"56","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1"
"57","2","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1"
"58","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2"
"59","2","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1"
"60","2","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1"
"61","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1"
"62","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1"
"63","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1"
"64","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1"
"65","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1"
"66","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2"
"67","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1"
"68","2","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1"
"69","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2"
"70","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1"
"71","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1"
"72","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2"
"73","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1"
"74","1","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2"
"75","1","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","1","2"
"76","1","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2"
