,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,1,60
61,1,61
62,1,62
63,1,63
64,1,64
65,1,65
66,2,1
67,2,2
68,2,3
69,2,4
70,2,5
71,2,6
72,2,7
73,2,8
74,2,9
75,2,10
76,2,11
77,2,12
78,2,13
79,2,14
80,2,15
81,2,16
82,2,17
83,2,18
84,2,19
85,2,20
86,2,21
87,2,22
88,2,23
89,2,24
90,2,25
91,2,26
92,2,27
93,2,28
94,2,29
95,2,30
96,2,31
97,2,32
98,2,33
99,2,34
100,2,35
101,2,36
102,2,37
103,2,38
104,2,39
105,2,40
106,2,41
107,2,42
108,2,43
109,2,44
110,2,45
111,2,46
112,2,47
113,2,48
114,2,49
115,2,50
116,2,51
117,2,52
118,2,53
119,2,54
120,2,55
121,2,56
122,2,57
123,2,58
124,2,59
125,2,60
126,2,61
127,2,62
128,2,63
129,2,64
130,2,65
