,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,2,1
57,2,2
58,2,3
59,2,4
60,2,5
61,2,6
62,2,7
63,2,8
64,2,9
65,2,10
66,2,11
67,2,12
68,2,13
69,2,14
70,2,15
71,2,16
72,2,17
73,2,18
74,2,19
75,2,20
76,2,21
77,2,22
78,2,23
79,2,24
80,2,25
81,2,26
82,2,27
83,2,28
84,2,29
85,2,30
86,2,31
87,2,32
88,2,33
89,2,34
90,2,35
91,2,36
92,2,37
93,2,38
94,2,39
95,2,40
96,2,41
97,2,42
98,2,43
99,2,44
100,2,45
101,2,46
102,2,47
103,2,48
104,2,49
105,2,50
106,2,51
107,2,52
108,2,53
109,2,54
110,2,55
