,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,1,60
61,1,61
62,1,62
63,1,63
64,1,64
65,1,65
66,1,66
67,1,67
68,1,68
69,1,69
70,1,70
71,1,71
72,2,1
73,2,2
74,2,3
75,2,4
76,2,5
77,2,6
78,2,7
79,2,8
80,2,9
81,2,10
82,2,11
83,2,12
84,2,13
85,2,14
86,2,15
87,2,16
88,2,17
89,2,18
90,2,19
91,2,20
92,2,21
93,2,22
94,2,23
95,2,24
96,2,25
97,2,26
98,2,27
99,2,28
100,2,29
101,2,30
102,2,31
103,2,32
104,2,33
105,2,34
106,2,35
107,2,36
108,2,37
109,2,38
110,2,39
111,2,40
112,2,41
113,2,42
114,2,43
115,2,44
116,2,45
117,2,46
118,2,47
119,2,48
120,2,49
121,2,50
122,2,51
123,2,52
124,2,53
125,2,54
126,2,55
127,2,56
128,2,57
129,2,58
130,2,59
131,2,60
132,2,61
133,2,62
134,2,63
135,2,64
136,2,65
137,2,66
138,2,67
139,2,68
140,2,69
141,2,70
142,2,71
