"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61"
"20","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","3","2","1","3","3","4","3","4","3","3","2","3","2","3","1","2","1","4","8","8","1"
"21","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","4","1","3","1","2","3","2","1","4","3","3","3","3","2","1","4","1","4","3","7","15"
"22","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","3","2","4","2","2","3","1","4","2","3","4","4","1","2","2","3","1","1","16"
"23","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","4","4","1","2","1","4","3","2","3","4","4","4","1","3","3","2","2","6","15"
"24","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","4","3","3","3","1","1","4","4","3","4","2","1","2","4","1","1","1","7","7","5","8"
"25","2","1","1","2","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","4","3","4","4","1","3","1","1","1","4","1","1","4","2","2","4","2","6","7","2","1"
"26","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","3","4","1","2","1","2","3","3","2","4","4","4","1","3","2","1","3","4","3","5"
"27","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","4","3","2","3","4","2","3","4","2","2","1","2","1","2","3","4","4","3","2","13"
"28","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","4","1","2","2","3","1","3","1","3","2","1","4","3","1","1","2","8","2","4","9"
"29","2","1","1","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","3","4","4","2","4","2","3","1","3","3","3","3","2","2","4","7","7","4","6"
"30","1","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","1","4","2","4","2","4","3","1","2","1","2","3","4","1","3","4","1","7","2","1","7"
"31","2","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","4","1","2","3","3","3","3","3","2","4","3","1","1","2","4","3","4","7","2","8","5"
"32","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","2","4","3","4","4","1","3","1","1","4","3","1","1","1","3","3","6","7","7","3"
"33","2","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","2","4","4","2","2","4","3","1","4","1","2","2","1","2","1","2","3","5","6","8","8"
"34","1","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","4","1","4","4","3","2","4","4","1","2","4","2","2","1","3","1","2","7","6","7","13"
"35","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","4","1","4","3","4","2","3","2","2","2","4","3","2","4","1","2","2","7","7","14"
"36","2","2","2","2","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","3","3","1","3","4","2","3","4","2","1","2","1","4","2","2","3","3","3","6","7","4"
"37","2","2","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","4","3","1","4","1","4","3","3","4","2","1","2","1","3","2","3","3","7","3","6","16"
"38","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","4","1","1","2","2","2","1","2","3","1","4","4","4","1","2","2","3","4","7","8","7"
"39","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","4","4","3","2","1","4","2","1","3","1","4","3","2","4","2","3","7","6","2","15"
"40","2","2","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","3","4","1","1","4","2","1","1","4","4","3","1","3","1","1","3","1","7","4","6","10"
"41","1","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","3","2","1","1","2","3","4","4","4","2","2","2","1","2","4","2","1","6","1","3","6"
"42","2","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","3","4","4","2","4","1","4","2","4","3","2","2","1","2","2","1","1","4","5","14"
"43","2","1","2","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","3","3","1","1","1","1","4","4","1","4","2","4","3","3","3","3","3","5","3","4","7"
"44","2","1","2","1","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","4","1","3","2","2","2","4","4","1","1","3","2","3","4","1","2","6","2","6","2"
"45","2","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","3","1","2","2","3","2","4","4","3","2","4","3","3","2","1","3","4","5","2","2","14"
"46","2","2","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","4","4","1","2","1","4","1","2","2","3","4","2","2","4","1","3","1","3","5","7","6"
"47","1","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","3","4","3","4","1","4","1","2","4","3","4","3","3","3","3","1","3","1","1","2","5"
"48","2","2","2","2","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","2","2","4","1","4","1","4","2","2","4","1","1","1","1","3","2","5","5","1"
"49","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","4","2","1","2","1","4","2","3","3","1","1","2","1","2","4","1","5","2","7","16"
"50","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","3","3","4","3","4","1","1","2","3","3","2","2","1","3","2","4","2","2","2","3","13"
"51","2","1","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","3","1","2","4","2","1","3","4","4","3","4","2","4","3","4","3","4","3","7","5","9"
"52","2","1","1","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","3","4","4","3","2","1","4","1","2","3","1","4","1","3","4","5","3","10"
"53","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","1","3","3","4","3","4","4","2","2","3","3","1","1","2","1","3","2","8","5","3","7"
"54","2","1","1","2","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","3","1","1","2","2","4","1","2","4","4","3","1","4","3","1","4","2","8","7","12"
"55","1","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","3","1","4","2","4","1","3","1","1","4","2","3","4","4","5","4","5","3"
"56","1","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","4","2","4","2","3","2","2","1","3","3","1","2","1","2","4","1","4","3","4","6","7"
"57","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","3","3","2","2","1","3","1","1","3","4","1","4","1","1","4","2","4","8","3","7","2"
"58","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","3","4","3","3","1","4","3","4","4","4","4","1","4","2","7","3","3","14"
"59","2","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","4","4","1","4","4","3","2","2","1","2","4","3","1","1","4","3","1","5","4","4","1"
"60","2","1","2","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","3","2","2","2","2","1","1","1","2","2","1","2","3","4","3","3","2","7","1","8","3"
"61","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","3","1","4","3","2","4","4","3","3","1","3","1","3","4","3","1","2","3","3","6","1"
"62","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","4","4","4","3","3","4","1","3","4","2","3","2","3","4","2","3","3","3","3","3"
"63","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","4","1","4","2","2","1","3","4","2","3","4","3","1","4","2","1","2","1","3","4","10"
"64","1","1","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","3","1","1","3","2","3","2","1","2","3","3","2","2","1","3","2","3","2","7","2","16"
"65","2","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","1","4","4","1","3","2","3","2","2","2","1","1","4","3","1","2","3","1","3","5","12"
"66","2","1","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","4","4","4","2","1","3","3","4","3","1","4","1","3","1","1","4","4","2","1","3","11"
"67","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","3","3","3","2","1","4","3","3","2","2","1","3","4","4","4","1","1","5","7","3","15"
"68","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","4","2","3","3","2","3","2","4","2","1","4","1","4","3","4","1","3","7","4","11"
"69","1","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","2","4","2","4","2","1","1","3","2","2","4","4","4","2","5","3","5","5"
"70","2","1","1","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","3","4","1","3","1","1","2","1","3","1","3","4","4","4","4","3","1","1","5","1","13"
"71","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","4","3","2","3","1","2","2","2","2","2","2","2","3","1","1","2","4","6","3","1","9"
"72","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","4","2","1","2","3","1","1","3","2","4","3","3","2","3","1","6","8","7","5"
"73","2","1","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","1","3","1","1","4","2","4","3","3","1","4","1","1","1","2","2","7","8","4","4"
"74","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","3","1","4","1","3","3","3","3","4","4","3","4","4","1","2","1","2","5","6","1","6"
"75","1","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","4","2","1","4","2","2","3","3","1","4","1","4","3","2","1","2","1","8","1","5","13"
"76","2","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","3","1","4","3","3","1","2","3","4","1","1","3","3","2","4","5","7","6","13"
"77","2","2","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","3","2","1","1","3","2","4","4","3","2","4","2","3","2","4","1","2","7","1"
"78","1","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","3","2","1","3","2","1","3","2","3","4","4","2","3","4","4","3","7","1","1","1"
"79","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","4","2","4","1","2","4","4","3","3","1","3","1","4","3","3","8","7","1","12"
"80","2","1","2","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","3","1","2","3","4","4","2","4","3","3","4","4","1","3","1","4","6","1","6","8"
"81","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","4","4","2","3","4","1","3","3","3","2","3","3","3","3","3","2","2","8","4","7","8"
"82","2","2","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","2","2","3","1","3","2","3","4","4","4","3","3","3","2","1","1","2","6","5","7"
"83","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","3","3","3","4","4","3","4","3","1","3","1","2","3","1","1","1","1","3","2","8","12"
"84","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","4","1","1","3","2","2","4","3","3","1","1","1","4","2","3","6","2","2"
"85","2","2","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","1","2","1","2","4","4","3","1","1","3","4","2","3","1","3","4","1","7","3","2"
"86","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","3","2","4","3","3","3","1","2","2","1","2","4","3","2","1","1","4","1","4","4","16"
"87","2","2","2","2","1","2","2","1","2","2","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","3","4","2","3","3","2","4","1","1","3","3","1","4","3","2","1","7","5","2","9"
"88","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","3","4","3","2","4","3","2","2","3","2","4","2","4","2","2","1","3","7","8","5","2"
"89","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","3","4","2","2","1","1","3","4","4","1","1","3","6","4","8","13"
"90","1","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","2","1","1","1","4","4","1","3","2","4","1","3","1","4","4","2","1","6","8","9"
"91","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","4","3","3","3","1","1","4","1","4","1","3","4","1","3","3","4","2","3","8","6"
"92","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","3","4","3","3","2","1","3","4","3","4","1","3","4","2","2","1","5","5","8","2"
"93","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","4","3","4","2","4","4","2","1","2","1","1","4","3","3","3","4","2","4","2","5","6"
"94","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","4","4","4","1","4","1","2","2","2","1","4","2","3","3","1","4","1","4","2"
"95","2","2","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","3","4","1","1","1","3","2","1","2","2","3","1","4","2","2","5","8","6","11"
"96","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","4","3","3","1","4","2","3","4","4","1","2","4","1","1","4","1","1","1","2","2","3"
"97","2","2","1","1","2","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","2","2","1","4","2","2","3","2","4","2","2","3","4","2","4","1","4","2","3","2","5","1","2","12"
"98","1","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","4","3","1","4","2","2","1","4","3","3","2","4","4","3","5","2","8"
"99","2","2","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","3","4","4","3","1","2","4","3","2","3","3","3","1","1","4","4","4","4","1","5","4"
"100","2","1","1","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","1","4","1","2","3","1","1","3","3","1","1","4","6","3","16"
"101","1","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","1","2","1","1","1","3","4","1","2","3","2","2","2","4","4","7","4","3","12"
"102","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","4","2","1","2","3","1","4","3","2","1","1","1","4","3","4","2","1","2","8","2","10"
"103","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","8","8","8","16"
"104","2","1","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","2","4","1","2","3","1","3","3","2","1","2","4","4","1","3","8","4","2","6"
"105","2","1","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","3","1","3","2","3","1","2","2","2","4","4","4","2","3","1","4","1","8","6","6","3"
"106","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","4","1","1","3","2","3","2","4","4","2","2","4","4","3","3","4","2","4","8"
"107","2","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","4","3","1","2","4","3","4","3","3","3","1","3","2","2","3","3","3","1","6","1","11"
"108","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","4","4","3","1","1","1","2","1","1","1","3","1","1","3","2","1","3","3","1","8","14"
