"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56"
"11","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","3","2","1","2","1","3","1","1","3","2","3","1","2","1","3","1","3","2","3","3","2","1","2","3","1","3","2","3","2","1","2","2","1","3","1","2","4"
"12","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","3","1","3","2","3","2","1","2","2","1","3","1","1","2","1","3","1","3","2","3","3","2","1","2","2","3","2","1","2","1","3","1","1","3","2","3","2","5"
"13","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","2","2","3","3","3","3","2","2","3","3","2","2","3","3","1","1","1","1","3","3","1","1","3","3","1","1","2","2","2","2","3","2"
"14","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","3","3","2","2","3","3","3","3","3","3","1","1","2","2","1","1","2","2","2","2","2","2","3","3","1","1","3","3","1","1","3","3"
"15","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","3","3","1","1","2","2","2","2","3","3","1","1","2","2","3","3","1","1","1","1","2","2","3","3","1","1","2","2","3","3","3","3","1","1","2","2","1","5"
"16","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","1","2"
"17","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","3","2","2","1","3","1","2","3","2","1","1","3","1","3","3","2","1","2","3","1","3","2","2","1","2","1","1","3","2","3","1","2","1","3","3","2","2","3"
"18","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","2","2","3","3","2","2","3","3","1","1","1","1","1","1","2","2","1","1","2","2","3","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","1","1"
"19","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","3","1","3","2","3","2","1","2","2","1","3","1","2","3","2","1","2","1","3","1","1","3","2","3","1","2","1","3","1","3","2","3","3","2","1","2","2","4"
"20","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","3","3","2","2","1","1","3","2","3","1","2","2","1","1","3","3","2","2","1","3","1","2","3","3","2","2","1","1","3","3","2","1","2","3","1","3","1"
"21","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","3","1","3","2","2","1","1","3","3","2","2","3","1","2","1","3","3","2","2","1","1","3","3","1","2","3","2","1","1","3","3","2","2","1","1","6"
"22","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","2","2","3","3","3","3","3","3","1","1","3","3","1","1","2","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","1","1"
"23","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","3","2","1","2","2","1","3","1","3","1","3","2","2","1","3","1","1","3","2","3","2","3","2","1","1","3","2","3","3","2","1","2","1","2","1","3","2","6"
"24","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","1"
"25","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","3","2","1","2","1","2","1","3","1","3","2","3","1","3","2","3","2","3","2","1","2","1","3","1","2","1","3","1","3","1","3","2","3","2","1","2","2","5"
"26","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","3","1","3","1","3","2","3","2","1","2","1","3","2","3","2","3","2","1","2","1","3","1","3","2","1","2","1","2","1","3","1","3","2","3","1","3"
"27","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","1","1","3","3","2","2","1","3","1","2","3","3","2","2","1","1","3","3","2","1","2","3","1","1","3","3","2","2","1","1","3","2","3","1","2","3","1"
"28","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","3","2","1","1","2","1","3","3","1","3","2","3","1","3","2","2","3","2","1","1","2","1","3","1","2","1","3","3","1","3","2","2","3","2","1","1","6"
"29","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","3","1","3","2","2","3","2","1","1","2","1","3","1","2","1","3","3","1","3","2","2","3","2","1","2","3","2","1","1","2","1","3","3","1","3","2","1","6"
"30","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","4"
"31","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","3","3","4"
"32","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","3","2","3","3","2","1","2","1","2","1","3","3","2","1","2","2","1","3","1","3","1","3","2","2","1","3","1","1","3","2","3","2","3","2","1","2","6"
"33","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","2","4"
"34","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","3"
"35","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","3","1","2","3","1","2","3","1","2","3","1","1","2","3","1","2","3","1","2","3","1","2","3","3","1","2","3","1","2","3","1","2","3","1","2","2","1"
"36","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","3"
"37","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","5"
"38","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","1","2","3","1","2","3","1","2","3","1","2","3","3","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","1","2","1"
"39","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","5"
"40","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","2","2"
"41","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3"
"42","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","3","2","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","3","1","1","3","2","3","1","1"
"43","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","1","3","3","1","3","2","2","3","2","1","1","2","1","3","3","1","3","2","2","3","2","1","1","2","1","3","3","1","3","2","2","3","2","1","2","2"
"44","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","6"
"45","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","2","3"
"46","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","2"
"47","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","1","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","1","3","1","2","3","1","2","3","1","2","3","1","2","3","4"
"48","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","3","3"
"49","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","1","3","3","2","2","1","3","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","3","5"
"50","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","2","3","2","1","1","2","1","3","3","1","3","2","1","2","1","3","3","1","3","2","2","3","2","1","3","1","3","2","2","3","2","1","1","2","1","3","3","6"
"51","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","3","1","3","2","3","3","2","1","2","3","1","3","2","3","2","1","2","2","1","3","1","2","3","2","1","2","1","3","1","1","3","2","3","2","4"
"52","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","3","1"
"53","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","3","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","2","1","3","1","3","1","3","2","3","1"
"54","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","3","1","3","2","2","3","2","1","1","2","1","3","3","1","3","2","2","3","2","1","1","2","1","3","3","1","3","2","2","3","2","1","1","2","1","3","2","2"
"55","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","3","1","3","1","3","2","3","2","1","2","3","2","1","2","1","2","1","3","1","3","2","3","1","3","2","3","2","3","2","1","2","1","3","1","2","5"
"56","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","3","1","3","2","2","3","2","1","1","2","1","3","2","3","2","1","1","2","1","3","3","1","3","2","1","2","1","3","3","1","3","2","2","3","2","1","3","6"
"57","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","3","1","2","3","1","2","3","1","2","3","1","2","2","3","1","2","3","1","2","3","1","2","3","1","1","2","3","1","2","3","1","2","3","1","2","3","2","1"
"58","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","1","3","3","2","1","2","3","1","3","2","2","1","2","1","1","3","2","3","1","2","1","3","3","2","3","2","2","1","3","1","2","3","2","1","1","3","2","3"
"59","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","3","2","3","2","3","2","1","2","1","3","1","2","1","3","1","3","1","3","2","3","2","1","2","3","2","1","2","1","2","1","3","1","3","2","3","2","5"
"60","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","3","6"
"61","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","2","3"
"62","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","3","3","3","3","1","1","2","2","1","1","2","2","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","1","2","2","3","3","2","2","3","3","3","3"
"63","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","3","1","2","3","1","2","3","1","2","3","1","2","1","2","3","1","2","3","1","2","3","1","2","3","2","3","1","2","3","1","2","3","1","2","3","1","3","4"
"64","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","2","2","2","3","3","1","1","3","3","1","1","3","3","3","3","1","1","2","2","1","1","2","2","1","1","1","1","2","2","3","3","2","2","3","3","2","1"
"65","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","2","2","3","3","1","1","1","1","2","2","3","3","1","1","2","2","3","3","3","3","1","1","2","2","3","3","1","1","2","2","2","2","3","3","1","1","1","5"
"66","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","2","2","2","3","3","1","1","3","3","1","1","1","1","1","1","2","2","3","3","2","2","3","3","3","3","3","3","1","1","2","2","1","1","2","2","3","3"
"67","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","2","3","2","1","2","1","3","1","1","3","2","3","3","1","3","2","3","2","1","2","2","1","3","1","2","5"
"68","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","5"
"69","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","1","2","3","1","3","2","2","1","1","3","3","2","3","5"
"70","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","3","1","2","1","3","3","2","2","1","1","3","1","2","3","1","3","2","2","1","1","3","3","2","3","1","2","3","2","1","1","3","3","2","2","1","3","2"
"71","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","3","2","2","1","1","3","3","2","1","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","1","3","3","2","2","1","1","3","2","3","1","2","3","5"
"72","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","3","3","3","3","1","1","2","2","1","1","2","2","1","1","1","1","2","2","3","3","2","2","3","3","2","2","2","2","3","3","1","1","3","3","1","1","2","1"
"73","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","6"
"74","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","3","2","1","2","1","2","1","3","1","3","2","3","2","1","3","1","3","1","3","2","3","2","1","2","1","3","2","3","2","3","2","1","2","1","3","1","1","3"
"75","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","3","3","1","1","3","3","1","1","2","2","2","2","2","2","3","3","2","2","3","3","1","1","1","1","1","1","2","2","1","1","2","2","3","3","3","3","1","1"
"76","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","3","2","3","1","2","1","3","3","2","3","2","2","1","3","1","2","3","2","1","1","3","1","3","3","2","1","2","3","1","3","2","2","1","2","3"
"77","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","1","1","3","2","3","2","3","2","1","1","3","2","3","3","2","1","2","1","2","1","3","3","2","1","2","2","1","3","1","3","1","3","2","2","6"
"78","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","3","3","3","3","1","1","2","2","2","2","3","3","1","1","1","1","2","2","3","3","3","3","1","1","2","2","2","2","3","3","1","1","3","4"
"79","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","3","1","2","3","2","1","1","3","3","2","2","1","2","3","1","2","1","3","3","2","2","1","1","3","1","2","3","1","3","2","2","1","1","3","3","2","3","2"
"80","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","1","1","2","2","3","3","3","3","2","4"
"81","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","2","2","3","3","1","1","1","1","2","2","3","3","3","3"
"82","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"83","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","3","2","1","2","1","2","1","3","1","3","2","3","1","4"
"84","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","3","2","3","1","2","1","3","3","2","1","3","3","2","1","2","3","1","3","2","2","1","3","2","2","1","3","1","2","3","2","1","1","3","1","4"
"85","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","3","2","3","3","2","1","2","1","2","1","3","2","1","3","1","1","3","2","3","2","3","2","1","1","2"
"86","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","2","3","2","1","2","1","3","1","1","3","2","3","3","1","3","2","3","2","1","2","2","1","3","1","1","2","1","3","1","3","2","3","3","2","1","2","2","5"
"87","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","3","3","2","2","3","3","1","1","1","1","3","3","1","1","3","3","1","1","2","2","2","2","1","1","2","2","1","1","2","2","3","3","3","3","3","2"
"88","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","3","3","2","2","1","1","3","2","3","1","2","3","2","2","1","1","3","3","2","1","2","3","1","2","1","1","3","3","2","2","1","3","1","2","3","3","5"
"89","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","3","3","1","1","1","1","2","2","3","3","3","3","1","1","2","2","2","2","3","3","1","1","1","1","2","2","3","3","3","3","1","1","2","2","3","4"
"90","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","3","2","3","2","3","2","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","3","1","1","3","2","3","2","3","2","1","2","1","3","1","1","4"
"91","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","2","6"
"92","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","3","1","1","3","2","3","2","3","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","3","2","3","3","2","1","2","1","2","1","3","1","2"
"93","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","3","3","2","2","3","3","2","2","2","2","3","3","1","1","3","3","1","1","3","3","3","3","1","1","2","2","1","1","2","2","2","1"
"94","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","3","3","3","3","1","1","2","2","3","3","1","1","2","2","2","2","3","3","1","1","2","2","3","3","1","1","1","1","2","2","3","3","1","5"
"95","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2"
"96","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","1","3","2","3","3","2","1","2","1","2","1","3","2","1","3","1","1","3","2","3","2","3","2","1","3","2","1","2","2","1","3","1","3","1","3","2","1","2"
"97","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","2","3","1","2","1","3","3","2","2","1","1","3","3","5"
"98","1","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","1","3"
"99","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","3","1","2","1","3","3","2","2","1","1","3","3","1","2","3","2","1","1","3","3","2","2","1","1","2","3","1","3","2","2","1","1","3","3","2","1","6"
"100","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","2","2","2","2","3","3","1","1","3","3","1","1","3","6"
"101","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","3","1","3","1","3","2","3","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","2","1","3","1","3","1","3","2","3","2","1","2","1","4"
"102","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","3","2","2","1","1","3","3","2","1","2","3","1","1","3","3","2","2","1","1","3","2","3","1","2","2","1","1","3","3","2","2","1","3","1","2","3","3","1"
"103","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","1","2","3","2","6"
"104","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","3","3","1","1","3","3","1","1","2","2","2","2","1","1","2","2","1","1","2","2","3","3","3","3","2","2","3","3","2","2","3","3","1","1","1","1","3","2"
"105","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","2","1","3","3","1","3","2","2","3","2","1","3","1","3","2","2","3","2","1","1","2","1","3","2","3","2","1","1","2","1","3","3","1","3","2","3","6"
"106","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","3","2","2","1","3","1","2","3","2","1","1","3","1","2"
"107","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","1","2","1","3","3","1","3","2","2","3","2","1","2","3","2","1","1","2","1","3","3","1","3","2","3","1","3","2","2","3","2","1","1","2","1","3","1","6"
"108","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","3","1","3","2","2","1","1","3","3","2","3","1","2","3","2","1","1","3","3","2","2","1","2","3","1","2","1","3","3","2","2","1","1","3","3","2"
