"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101"
"11","1","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","2","1","1","2","1","2","1","1","2","2","2","2","2","1","1","2","1","2","1","1","2","1","2","1","1","1","2","1","1","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","4"
"12","1","2","2","1","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","1","1","1","1","1","2","1","1","2","1","1","2","1","2","2","2","2","1","2","1","1","2","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","1","2","2","1","2","2","3"
"13","1","1","1","2","2","2","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1"
"14","2","1","1","1","2","2","1","1","1","2","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","1","1","2","2","1","1","1","2","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2"
"15","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","2","1","1","2","2","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","4"
"16","2","1","2","2","1","2","1","1","1","2","1","1","2","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","1","2","2","1","2","1","1","1","2","1","1","2","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","1"
"17","2","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2"
"18","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","1","1","2","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","2","1","1","1","2","2","1","1","1","2","2","2","1"
"19","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","1","2","1","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","1","2","1","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1"
"20","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","2","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","1","4"
"21","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","1","2","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","1","2","1","1","1","2","3"
"22","2","2","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","2"
"23","1","1","1","1","1","1","2","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","2","2","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","1","2","1","1","2","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","4"
"24","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","2","1","1","2","2"
"25","1","1","1","2","2","2","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","2","1","1","1","2","1","1","2","3"
"26","2","2","1","1","2","1","1","2","2","2","1","2","1","1","1","2","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","2","2","1","2","1","1","1","2","1","2","2","2","3"
"27","2","1","2","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","1","1","1","2","1","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","1","1","1","2","1","1","1","1","1","2","1"
"28","1","1","1","1","1","1","2","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","2","1","1","1","1","1","1","2","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2"
"29","2","1","1","2","1","1","2","2","2","2","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","2","3"
"30","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","1","2","1","2","1","1","2","1","1","2","2","2","1","2","2","2","1","2","1","1","1","1","2","1","2","1","1","2","2","1","1","2","1","2","1","1","1","2","1","1","1","2","2","2","2","1","2","1","1","2","2","1","2","1","2","2","3"
"31","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1"
"32","2","2","1","2","2","2","2","2","1","1","1","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","2","1","2","2","2","2","4"
"33","1","2","2","2","2","1","2","1","2","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","2","1","2","1","1","2","2","1","2","1","2","2","2","2","2","1","1","1","2","2","1","2","2","2","2","1","2","1","2","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","2","1","2","1","1","2","2","1","2","1","2","2","2","2","2","1","1","1","2","2","2"
"34","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","1","2","1"
"35","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","1","2","2","2","2","1","1","2","1","1","1","1","2","1","1","2","2","2","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","1","2","2","2","2","1","1","2","1","1","1","1","2","1","1","2","2","2","2"
"36","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","2","1","2","2","2","2","1","2","1","2","1","1","2","2","1","2","2","2","1","1","1","2","1","1","2","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","2","1","2","2","2","2","1","2","1","2","1","1","2","2","1","2","2","2","1","1","1","2","1","1","2","2"
"37","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","2","1","3"
"38","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","1","2","1","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","2","2","1","1","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","2","1","1","2","2","2","2","1","1","2","3"
"39","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","1","2","2","2","2","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","1","2","2","2","2","1"
"40","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","2","1","2","1","1","2","1","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","2","1","2","1","1","2","1","1","2","2","1","1","2","1","1","2","2"
"41","2","2","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","1","2","2","2","1","1","1","1","1","1","4"
"42","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","2"
"43","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1","1","2","1","2","2","2","2","1","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1","1","2","1","2","2","2","2","1","2"
"44","1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","1","2","2","1","1","1","1","1","2","1","1","1","2","2","1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","1","2","2","1","1","1","1","1","2","1","1","1","2","2","2"
"45","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","1","1","2","1","1","2","2","2","2","1","2","2","2","1","2","1","2","1","2","1","1","1","2","1","1","1","2","1","2","2","1","2","1","2","4"
"46","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","1","2","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","2","1","1","2","1","2","1","1","1"
"47","2","2","1","2","2","1","1","1","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","2","1","1","2","1","1","2","2","2","1","2","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","2","2","1","2","1","2","1","1","1","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","3"
"48","2","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","1","2","2","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","1","2","2","1","1","1"
"49","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","2","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","2","1","1","1","2","2","2","2","1","1","2","1","2","2","1","1","1","1","3"
"50","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","2","2","2","1","2","1","2","1","1","2","1","2","2","2","2","1","2","1","2","1","1","2","2","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","1","2","1","2","2","1","2","1","1","1","1","2","1","2","1","2","2","1","1","2","1","1","1","2","2","2","1","2","2","1","4"
"51","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1","1","2","1","2","2","2","2","1","1","1","1","2","2","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","2","2","1","1","1","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","4"
"52","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","2","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","1","1","2","2","1","2","2","1","1","2","2","2","3"
"53","2","1","1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","2","1","1","1","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","1","2","2","2","2","1","1","1","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","2","2","2","1","1","2"
"54","1","2","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","2","1","2","1","2","1","1","2","2","1","1","2","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","1","2","1","1","2","1","2","1","2","1","2","1","2","1","1","2","2","1","2"
"55","2","1","1","2","2","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","2","1","1","1","1","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","2","1","1","2","1","1","2","1","1","2","2","2","1","2","1","1","2","1","2","2","1","2","2","2","2","2","1","2","1","1","1","1","2","1","1","2","1","4"
"56","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"57","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","2","2","1","2","2","2","2","2","1","1","1","2","1","1","2","2","1","1","1","2","1","1","1","2","2","2","2","1","2","2","2","1","1","2","2","4"
"58","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","2","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","2","2","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","2","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","2","2","2"
"59","1","1","2","2","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","2","2","1","2","2","2","2","2","1","2","1","2","1","2","1","1","2","2","1","1","2","2","2","1","1","1","1","2","2","2","2","2","1","1","2","1","2","1","2","1","2","1","1","1","1","2","2","2","2","1","1","1","2","1","1","1","1","1","2","1","2","1","2","1","2","2","4"
"60","2","1","1","2","2","1","2","1","2","2","2","2","2","2","1","1","2","2","1","1","2","1","1","2","1","1","2","2","1","1","2","1","1","1","2","1","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","1","1","3"
"61","2","2","2","2","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","1","1","2","2","2","2","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","1","1","1"
"62","1","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","1","1","2","1"
"63","1","1","2","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","2","1","1","2","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","1","1","1","1","2","1","2","3"
"64","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","1","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","1","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1"
