,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,2,1
51,2,2
52,2,3
53,2,4
54,2,5
55,2,6
56,2,7
57,2,8
58,2,9
59,2,10
60,2,11
61,2,12
62,2,13
63,2,14
64,2,15
65,2,16
66,2,17
67,2,18
68,2,19
69,2,20
70,2,21
71,2,22
72,2,23
73,2,24
74,2,25
75,2,26
76,2,27
77,2,28
78,2,29
79,2,30
80,2,31
81,2,32
82,2,33
83,2,34
84,2,35
85,2,36
86,2,37
87,2,38
88,2,39
89,2,40
90,2,41
91,2,42
92,2,43
93,2,44
94,2,45
95,2,46
96,2,47
97,2,48
98,2,49
