"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85"
"15","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","7"
"16","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","2","2","2","1","1","1","1","2","1","2","1","2","1","1","3","16"
"17","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","1","1","2","2","2","1","1","2","2","1","2","1","1","1","2","2","1","4","5"
"18","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","1","1","2","1","1","1","1","2","2","1","1","2","2","17"
"19","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","2","3","2"
"20","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","1","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1","4","8"
"21","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","2","2","1","2","1","1","1","2","1","1","2","2","1","2","1","1","1","9"
"22","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","2","1","1","2","1","1","2","2","2","1","1","2","1","3","10"
"23","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","2","1","2","2","2","2","1","1"
"24","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","3","12"
"25","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","2","2","2","2","1","1","2","4","6"
"26","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","2","3"
"27","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","1","3","11"
"28","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","1","2","1","1","2","1","1","7"
"29","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","1","2","2","1","1","2","1","2","4"
"30","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","2","1","16"
"31","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","1","2","3","15"
"32","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","1","1","2","1","1","1","1","2","1","2","1","1","2","2","1","1","3","4"
"33","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1","1","2","2","8"
"34","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","2","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","16"
"35","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","1","1","2","1","1","2","2","1","2","2","1","9"
"36","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","2","1","1","2","1","2","1","2","2","2","1","1","1","1","2","2","1","14"
"37","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","3","8"
"38","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","13"
"39","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","2","1","1","2","1","1","2","1","3","7"
"40","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","2","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","1","2","11"
"41","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1","2","8"
"42","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2","2","4","10"
"43","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","1","2","2","1","1","2","1","2","2","2","2","2","1","1","1","2","2","4","3"
"44","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","2","2","2","2","1","6"
"45","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","1","1","2","1","2","1"
"46","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","2","1","1","2","2"
"47","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1","2","1","2","2","1","1","4","7"
"48","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","2","3","16"
"49","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","6"
"50","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","2","1","1","1","1","1","2","1","2","2","1","4","6"
"51","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","2","2","2","2","3","7"
"52","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","2","1","2","1","1","2","1","1","1","2","2","2","2","9"
"53","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","2","1","1","1","2","1","2","1","1","2","1","1","1","2","2","2","4","9"
"54","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","2","2","1","2","2","1","1","2","1","2","1","2","1","3","17"
"55","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","12"
"56","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","2"
"57","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","1","2","2","1","1","2","1","2","2","2","1","2","2","2","1","4","15"
"58","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","1","1","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","4","2"
"59","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","1","3","2"
"60","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","2","1","2","2","2","1","1","2","2","1","2","1","2","4","11"
"61","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","4","13"
"62","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","2","1","2","2","2","1","2","2","4","4"
"63","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","2","2","1","2","1","1","1","1","1","1"
"64","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","2","1","2","1","2","1","1","1","2","2","2","2","1","1","1","3","14"
"65","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","4","10"
"66","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","2","1","1","2","4","17"
"67","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","2","2","1","2","5"
"68","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","4","15"
"69","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","1","1","2","1","1","2","1","1","2","2","2","1","1","2","1","1","4","17"
"70","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","1","1","1","2","1","1","1","1","2","1","2","1","1","2","2","1","1","1","4"
"71","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","2","1","2","2","1","2","1","1","2","2","2","1","1","2","2","2","1","2","4","1"
"72","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","1","1","1","2","1","1","4","2"
"73","2","2","2","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","2","2","2","4","14"
"74","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","2","2","2","2","2","1","1","2","1","2","1","1","2","1","2","2","1","11"
"75","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","2","1","15"
"76","1","2","2","2","2","1","1","1","2","2","1","1","2","1","2","1","1","2","2","1","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","1","1","2","4","5"
"77","2","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","2","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","2","10"
