"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58"
"11","1","1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1"
"12","2","2","1","2","2","1","1","1","1","2","1","2","1","1","2","2","2","1","1","1","2","2","2","1","1","1","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2"
"13","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","3"
"14","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","1","1","1","2","2","1","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","2","1","1","1","1","1"
"15","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","3","1"
"16","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2"
"17","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2"
"18","2","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","1","1","2"
"19","1","2","1","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","2"
"20","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","1","1","1","3","2"
"21","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1"
"22","2","2","2","1","1","1","1","1","2","1","2","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","2","1","1","1","2","2","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","1","2","1"
"23","2","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1"
"24","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","2","2","2","1","2","1","2","3","2"
"25","2","1","2","1","2","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","1","3"
"26","1","1","2","1","1","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","2","2","1","1","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","2"
"27","2","1","2","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","1","2","2","2"
"28","2","2","1","1","1","2","2","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","1","1","1","1","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","1","2","1","2","3","3"
"29","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","1","2","2","1","1","1"
"30","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","1","3"
"31","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"32","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","1","2","2","3","1"
"33","2","2","1","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","1","3","1"
"34","1","2","2","2","1","1","1","1","2","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","1","1","3","2"
"35","1","1","1","2","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","1","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","3"
"36","2","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1"
"37","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","1","3"
"38","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","2","2","1","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","3"
"39","2","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","2","1","2"
"40","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","1","2","2","3","2"
"41","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","3"
"42","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","2","2","1","3","1"
"43","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","2","1","2","2","3"
"44","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","2"
"45","2","1","1","1","1","2","2","2","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","1","1","2","2","2","1","1","1","1","2","2","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","1","2","2","3","3"
"46","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","1","2","1"
"47","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","1","2","2","2","1","1","2"
"48","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","1","3","3"
"49","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","2","2"
"50","2","1","1","1","2","1","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2"
"51","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","1","2","2","1","3"
"52","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","1","1","1","1","2","1"
"53","1","2","2","2","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","2","1","2","2","1","1","2","2","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2"
"54","2","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","3","2"
"55","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","2","1","2","2","3","3"
"56","1","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","1","1","1","1","2","2","1","1","1","2","2","2","2","1","1","1","2","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","1","3","3"
"57","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","2","2","1","2","2","2","1"
"58","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","2","2","2","2","2","1","3","3"
"59","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","2"
"60","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","2","1","1","1","2","2","2","1","2","1","1","1","2","2","2","1","2","1","2","2","1","2","1","2"
"61","1","1","2","2","2","1","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","1","1","1","1","3","3"
"62","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","1","1","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","2","2","1","2","2","3"
"63","1","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","1","1","1","2","2"
"64","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","3","1"
"65","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","3","1"
"66","2","2","2","1","2","1","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","1","2","1","2","1","2","1","2","2","1","2","1","1","1","2","1","1","1","2","2","2","1","1","2","2","2","1","2","3"
"67","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","1","2","1","1","2","2","2","2"
"68","1","2","2","1","2","2","2","1","2","2","1","1","2","1","2","1","2","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","1","2","1","1","1","1","1","2","3"
"69","1","2","1","2","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1"
"70","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","2","2","1","2","1","1"
"71","1","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","1","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","2","1","2","1","2","1","2","3","3"
"72","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","1","2","1","2","2","1"
