,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,2,1
23,2,2
24,2,3
25,2,4
26,2,5
27,2,6
28,2,7
29,2,8
30,2,9
31,2,10
32,2,11
33,2,12
34,2,13
35,2,14
36,2,15
37,2,16
38,2,17
39,2,18
40,2,19
41,2,20
42,2,21
43,3,1
44,3,2
45,3,3
46,3,4
47,3,5
48,3,6
49,3,7
50,3,8
51,3,9
52,3,10
53,3,11
54,3,12
55,3,13
56,3,14
57,3,15
58,3,16
59,3,17
60,3,18
61,3,19
62,3,20
63,3,21
64,4,1
65,4,2
66,4,3
67,4,4
68,4,5
69,4,6
70,4,7
71,4,8
72,4,9
73,4,10
74,4,11
75,4,12
76,4,13
77,4,14
78,4,15
79,4,16
80,4,17
81,4,18
82,4,19
83,4,20
84,4,21
