"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75"
"18","2","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","3","2","2","3","3","1","2","3","4","1","4","2","4","3","6","2"
"19","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","3","2","1","2","1","4","4","1","4","4","4","2","1","6","7"
"20","1","1","2","1","1","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","4","1","1","2","2","4","1","1","2","2","2","3","8","8","2"
"21","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","4","4","1","3","2","1","4","3","4","2","1","3","4","7","1","9"
"22","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","3","4","1","1","2","4","1","2","3","3","4","1","2","3","7","9"
"23","2","2","1","1","2","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","3","2","4","1","1","2","1","2","2","2","4","3","2","8","1","1"
"24","2","2","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","4","3","4","3","4","4","2","2","1","2","2","2","1","1","2","15"
"25","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","4","1","1","3","3","2","2","2","4","3","2","4","1","6","8","7"
"26","1","1","2","1","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","2","4","4","2","4","3","4","2","1","4","3","1","3","7","1","7"
"27","1","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","4","3","1","4","4","2","1","4","4","3","1","3","7","5","1"
"28","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","4","2","3","2","1","1","3","1","3","2","4","3","2","8","5","7"
"29","2","2","1","2","1","2","1","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","3","2","3","4","1","4","2","4","4","3","1","1","4","4","3","7"
"30","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","4","2","3","1","1","2","2","4","4","4","1","11"
"31","2","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","4","4","2","2","2","3","3","1","2","3","4","1","2","3","3","15"
"32","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","2","3","3","3","3","4","2","4","2","1","1","8","5","9"
"33","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","4","4","4","4","2","1","3","2","1","2","3","1","3","7","7"
"34","2","2","1","1","2","2","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","4","2","2","1","1","1","4","1","3","1","3","1","1","8","5"
"35","1","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","1","4","3","4","1","3","3","4","2","1","1","8","1","15"
"36","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","3","1","2","3","3","2","1","4","3","3","4","3","8","14"
"37","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","4","4","2","3","3","3","4","4","1","4","4","1","2","5","6"
"38","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","4","3","1","4","2","1","2","1","1","4","3","1","1","2","7","10"
"39","1","1","1","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","4","4","3","3","3","3","1","1","4","1","3","1","2","1","8","11"
"40","2","1","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","4","1","1","1","2","3","3","4","3","1","3","1","1","4","3"
"41","2","1","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","4","2","4","1","4","4","1","2","2","4","1","3","5","2","5"
"42","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","4","2","2","3","4","1","1","1","1","4","3","3","2","6","2","3"
"43","2","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","2","3","2","1","1","1","3","2","4","1","3","1","4","8","2","6"
"44","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","4","3","3","1","2","3","2","4","3","4","1","3","10"
"45","2","2","2","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","1","2","1","2","4","1","3","4","1","4","4","2","1","5","3","14"
"46","1","2","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","3","1","2","4","1","3","1","1","2","5","1","16"
"47","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","4","3","3","2","4","2","1","4","3","3","3","4","3","5","4","9"
"48","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","3","4","2","2","1","3","4","3","3","2","3","4","4","6","7","14"
"49","2","2","1","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","3","1","4","1","3","4","4","2","4","2","3","2","4","4","4"
"50","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","4","3","3","3","1","4","2","2","4","1","2","3","6","7","4"
"51","2","1","2","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","4","1","4","4","1","3","2","1","4","1","3","3","1","5","1","2"
"52","1","1","2","1","1","1","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","3","1","2","2","4","4","2","2","3","3","4","3","1","7","2","4"
"53","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","4","3","2","3","1","2","3","4","1","1","4","4","3","7","7","13"
"54","2","1","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","1","3","3","4","3","1","2","4","3","2","3","4","2","3","1","3"
"55","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","3","3","4","3","3","4","1","4","4","3","1","3","3","8","6","14"
"56","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","4","4","1","1","3","2","2","4","1","4","4","2","2","9"
"57","1","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","2","4","2","4","2","4","3","3","3","3","3","4","1","4","6","8"
"58","2","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","2","2","4","3","2","1","2","2","2","3","4","3","3","2","4","11"
"59","2","1","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","2","3","4","4","2","4","1","1","1","3","1","1","2","2","4","2","16"
"60","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","3","2","4","3","2","3","3","1","4","2","2","4","2","5","3","4"
"61","2","2","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","4","3","2","1","2","3","1","3","3","1","2","3","3","6","5","16"
"62","1","1","1","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","4","3","1","2","1","4","4","2","3","4","1","2","1","3","5","11"
"63","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","3","4","3","3","4","3","2","3","1","4","4","4","4","8","4","10"
"64","2","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","4","2","1","4","3","2","4","4","1","1","4","2","4","3","2","8"
"65","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","8","8","16"
"66","2","2","2","1","1","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","4","4","3","1","4","2","3","2","2","1","1","2","2","4","6","10"
"67","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","3","3","1","4","1","1","1","3","4","1","4","4","3","7","3","11"
"68","1","1","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","3","2","2","1","4","4","4","4","2","1","2","1","4","2","8","3"
"69","1","1","1","1","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","3","2","2","1","1","1","3","3","3","4","3","9"
"70","2","2","1","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","3","3","2","3","4","3","1","4","3","2","2","4","7","7","3"
"71","2","2","1","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","4","1","3","1","3","2","2","3","2","4","1","3","5","6","3"
"72","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","1","4","1","3","3","2","4","3","4","4","4","4","2","3","4","1","5"
"73","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","3","4","2","2","4","1","3","3","4","3","3","2","8","13"
"74","2","2","1","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","4","4","4","3","2","2","1","3","4","1","2","3","6","3","6"
"75","1","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","3","4","1","2","3","3","2","2","3","2","1","7","4","16"
"76","2","2","2","1","1","2","2","1","1","1","1","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","1","2","4","1","2","4","3","3","1","2","1","1","1","6","6","11"
"77","1","1","2","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","3","2","1","4","4","2","3","2","4","4","3","3","2","6","6","5"
"78","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","2","1","4","4","4","2","1","2","1","1","4","3","1","5","14"
"79","2","2","1","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","1","2","2","2","2","1","3","2","1","2","3","3","1","1","2","4","1","4","2","7","8","8"
"80","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","1","3","3","3","2","3","2","2","2","2","2","4","1","1","4","8","12"
"81","1","1","2","1","1","1","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","3","2","3","2","2","1","4","3","2","3","3","2","4","1","1","6"
"82","2","2","2","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","1","1","4","2","2","4","1","1","4","4","3","3","4","3","4","12"
"83","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","3","2","3","2","4","1","1","2","1","1","2","4","5","4","7"
"84","2","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","3","4","2","4","2","2","2","4","1","2","1","3","4","7","5","15"
"85","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","3","4","1","3","1","1","3","1","1","3","2","2","2","2","5","12"
"86","1","2","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","3","3","2","1","1","3","2","1","2","4","1","2","1","3","1","13"
"87","1","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","2","4","3","1","1","1","4","3","2","3","2","1","7","8","10"
