,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,2,1
55,2,2
56,2,3
57,2,4
58,2,5
59,2,6
60,2,7
61,2,8
62,2,9
63,2,10
64,2,11
65,2,12
66,2,13
67,2,14
68,2,15
69,2,16
70,2,17
71,2,18
72,2,19
73,2,20
74,2,21
75,2,22
76,2,23
77,2,24
78,2,25
79,2,26
80,2,27
81,2,28
82,2,29
83,2,30
84,2,31
85,2,32
86,2,33
87,2,34
88,2,35
89,2,36
90,2,37
91,2,38
92,2,39
93,2,40
94,2,41
95,2,42
96,2,43
97,2,44
98,2,45
99,2,46
100,2,47
101,2,48
102,2,49
103,2,50
104,2,51
105,2,52
106,2,53
