,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,2,1
40,2,2
41,2,3
42,2,4
43,2,5
44,2,6
45,2,7
46,2,8
47,2,9
48,2,10
49,2,11
50,2,12
51,2,13
52,2,14
53,2,15
54,2,16
55,2,17
56,2,18
57,2,19
58,2,20
59,2,21
60,2,22
61,2,23
62,2,24
63,2,25
64,2,26
65,2,27
66,2,28
67,2,29
68,2,30
69,2,31
70,2,32
71,2,33
72,2,34
73,2,35
74,2,36
75,2,37
76,2,38
77,3,1
78,3,2
79,3,3
80,3,4
81,3,5
82,3,6
83,3,7
84,3,8
85,3,9
86,3,10
87,3,11
88,3,12
89,3,13
90,3,14
91,3,15
92,3,16
93,3,17
94,3,18
95,3,19
96,3,20
97,3,21
98,3,22
99,3,23
100,3,24
101,3,25
102,3,26
103,3,27
104,3,28
105,3,29
106,3,30
107,3,31
108,3,32
109,3,33
110,3,34
111,3,35
112,3,36
113,3,37
114,3,38
