"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93"
"11","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","2","2","2","2","3","1","3","1","1","2","1","2","1","3","1","3","3","6","4","4","8"
"12","2","2","1","1","1","2","1","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","1","1","2","1","2","1","1","2","1","1","2","2","1","1","2","2","1","1","2","2","3","3","2","1","4","6","4"
"13","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","1","1","1","1","1","2","2","2","3","3","2","2","1","1","2","2","3","3","2","6","6","5","2","8"
"14","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","2","1","1","2","1","2","1","3","1","3","2","1","2","1","1","3","1","3","3","6","3","3","7"
"15","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","3","2","3","1","2","1","2","3","1","5","1","5"
"16","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","2","1","2","1","1","1","1","1","2","1","2","3","2","3","2","3","2","2","3","4","6","2","3","8"
"17","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","1","1","3","3","1","1","1","1","3","3","2","2","3","3","1","2","5","4","7"
"18","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","1","1","1","2","2","2","1","1","1","1","2","2","1","1","3","3","2","3","1","2","2"
"19","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","3","3","2","2","3","3","3","3","1","1","1","3","5","3","8"
"20","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","1","2","1","3","2","3","2","1","3","1","3","2","3","2","3","3","3","2","6","2"
"21","2","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","1","3","1","1","3","3","1","3","1","5","6","5","5","6"
"22","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","3","2","2","3","2","1","1","2","1","2","1","2","5","2","2","4","1"
"23","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","3","3","1","2","1","1","2","6","3","4","3","5"
"24","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","3","2","3","2","3","3","2","4","5","2","3","7"
"25","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","2","2","2","1","1","2","1","2","1","3","1","3","2","1","2","1","1","3","1","3","3","6","3","3","3"
"26","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","3","1","3","1","1","2","1","2","3","1","3","1","3","5","3","3","5"
"27","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","1","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","1","2","1","2","3","2","3","2","2","3","3","2","4","5","1","4","1"
"28","2","1","2","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","2","1","2","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","2","2","2","1","1","1","2","3","3","2","2","2","2","3","3","2","2","1","1","2","5","3","6","6"
"29","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","1","2","1","2","1","2","2","1","2","1","1","2","3","1","1","3","2","1","1","2","6","3","3","4","3"
"30","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","2","3","2","3","3","1","3","1","2","3","2","3","3","3","1","5","5"
"31","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","3","2","3","2","2","3","3","2","4","5","1","4","5"
"32","2","2","2","1","2","1","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","1","2","1","2","1","2","2","1","2","2","1","2","2","3","3","2","2","3","3","2","2","1","1","3","3","2","4","5","3","5"
"33","2","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","1","3","2","2","3","1","2","2","1","3","2","2","3","6","5","5","2","3"
"34","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","3","1","3","1","1","2","1","2","3","1","3","1","3","5","3","3","1"
"35","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1","2","2","1","1","1","1","2","2","3","3","1","1","2","4","2","1","3"
"36","2","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","3","3","2","2","2","2","3","5","1"
"37","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","2","1","2","2","2","1","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","1","1","2","2","2","3","3","1","1","1","1","3","3","3","3","2","2","1","1","6","3","6"
"38","2","1","2","1","2","1","1","2","1","2","1","2","2","2","2","1","2","1","2","1","2","1","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","1","1","1","2","1","2","1","2","1","2","2","1","1","1","2","1","2","1","2","2","2","1","1","2","2","1","2","1","2","1","2","1","1","2","1","3","3","1","1","3","1","3","5","5","5","5","4"
"39","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","2","2","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","1","2","2","1","1","3","2","3","2","3","1","3","1","1","3","3","1","4","2","3","2","6"
"40","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","2","2","1","1","2","1","1","2","3","1","1","3","2","3","3","2","3","2","3","2","5","3","4","2","3"
"41","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","1","1","2","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","1","1","2","1","1","1","2","1","2","1","2","1","3","3","1","3","2","2","3","2","3","2","3","5","4","4","2","1"
"42","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","2","2","1","2","2","1","1","3","3","1","1","2","2","1","6","4","3","4","4"
"43","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","2","2","2","2","2","1","1","2","3","3","2","2","1","1","2","3","2","2","3","6","5","6","1","5"
"44","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","1","2","1","2","1","1","2","2","1","1","2","3","1","1","3","1","2","2","1","6","4","4","3","6"
"45","1","2","2","2","1","2","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","2","2","1","2","2","2","1","1","1","2","2","3","3","3","3","2","2","1","1","2","2","1","6","3","6","3"
"46","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","3","1","1","3","2","3","3","2","3","2","3","2","5","3","4","2","7"
"47","2","2","1","1","1","1","2","1","1","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","3","3","2","2","2","2","3","3","1","1","2","2","2","6","4","5","7"
"48","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","2","1","1","2","1","3","3","1","3","1","3","1","5","6","6","6","5"
"49","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","1","3","2","2","3","2","1","1","2","2","1","2","1","5","1","1","3","8"
"50","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","1","3","3","1","1","3","3","1","1","2","2","1","1","1","6","2","2","1"
"51","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","3","2","3","1","2","1","2","3","1","5","1","1"
"52","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","2","2","2","3","3","2","2","1","1","2","2","3","3","2","6","6","5","2","4"
"53","2","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","3","3","3","3","2","2","2","2","1","1","1","5","4","5","2"
"54","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","2","2","1","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","1","3","3","1","3","2","2","3","2","3","2","3","5","4","4","2","5"
"55","1","2","2","1","2","2","2","1","2","2","1","1","2","1","2","1","2","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","1","1","1","2","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","1","2","1","1","3","3","2","2","3","3","2","2","3","3","1","1","2","3","6","4","4"
"56","2","2","2","2","1","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","1","1","1","2","1","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","1","2","1","2","2","2","1","1","1","2","2","1","1","2","2","1","3","1","3","1","2","1","2","1","2","2","1","4","3","6","5","3"
"57","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","1","1","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","1","2","2","1","1","1","2","1","3","3","1","1","3","3","1","1","2","2","1","1","1","6","2","2","5"
"58","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","1","3","3","1","3","2","2","3","3","2","3","2","5","3","3","1","4"
"59","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","1","2","1","1","2","1","2","2","2","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","2","2","2","2","1","1","2","3","3","2","2","1","1","2","3","2","2","3","6","5","6","1","1"
"60","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","1","1","1","1","2","1","1","2","2","2","2","1","1","2","2","1","1","2","2","3","2","3","2","3","1","3","1","3","1","1","3","4","1","4","1","3"
"61","1","2","1","2","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","3","3","1","1","1","4","1","2","7"
"62","1","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","2","2","2","2","2","2","1","2","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","1","1","1","1","1","2","2","2","1","1","1","3","3","3","3","1","1","2","2","3","3","2","2","6","3","3"
"63","1","1","2","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","1","2","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","3","3","2","2","2","2","3","3","1","1","2","2","2","6","4","5","3"
"64","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","1","1","2","2","2","2","1","1","2","1","1","2","1","1","2","1","2","1","1","2","2","2","2","1","1","2","1","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","1","1","2","1","1","2","1","2","2","1","3","1","1","3","1","3","1","3","5","5","6","6","7"
"65","2","1","2","1","2","2","1","2","1","1","2","2","1","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","2","1","2","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","3","3","1","1","1","4","1","2","3"
"66","1","1","2","1","1","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","2","2","1","1","1","1","2","1","1","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","2","2","1","1","2","2","2","2","2","2","1","1","3","1","1","3","3","2","2","3","1","3","3","1","6","1","2","5","5"
"67","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","1","1","1","2","1","2","1","1","2","3","2","2","3","1","2","2","1","2","3","3","2","6","6","6","1","2"
"68","2","2","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","1","1","2","2","1","1","2","2","2","1","2","1","2","3","2","3","2","3","3","2","4","5","2","3","3"
"69","2","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","1","1","1","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","2","1","2","1","2","2","2","2","1","2","1","1","1","1","1","2","1","2","3","2","3","2","3","2","2","3","4","6","2","3","4"
"70","1","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","1","3","3","1","1","2","2","1","6","4","3","4","8"
