,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,1,51
52,1,52
53,1,53
54,1,54
55,1,55
56,1,56
57,1,57
58,1,58
59,1,59
60,2,1
61,2,2
62,2,3
63,2,4
64,2,5
65,2,6
66,2,7
67,2,8
68,2,9
69,2,10
70,2,11
71,2,12
72,2,13
73,2,14
74,2,15
75,2,16
76,2,17
77,2,18
78,2,19
79,2,20
80,2,21
81,2,22
82,2,23
83,2,24
84,2,25
85,2,26
86,2,27
87,2,28
88,2,29
89,2,30
90,2,31
91,2,32
92,2,33
93,2,34
94,2,35
95,2,36
96,2,37
97,2,38
98,2,39
99,2,40
100,2,41
101,2,42
102,2,43
103,2,44
104,2,45
105,2,46
106,2,47
107,2,48
108,2,49
109,2,50
110,2,51
111,2,52
112,2,53
113,2,54
114,2,55
115,2,56
116,2,57
117,2,58
118,2,59
