"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91"
"15","2","2","1","1","2","2","2","1","2","2","1","1","1","2","1","1","1","2","1","2","1","1","2","2","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","2","1","2","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","2","2","1"
"16","2","1","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","1","1","1","2","1","1","1","1","2","2","1","2","2","1","1","2","1","2","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","1","1","2","1","1","2","2","1","2","1","2","1","1","2","2","2","2","2","1","2","1","2","2","2","1","1","1","2","1","2","2","1","1"
"17","1","1","2","1","2","1","1","1","2","1","1","1","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","2","1","1","2","2","2","2","2","1","2","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","2","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2"
"18","1","1","2","2","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","2","1","1","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","1","1","2","1","1","1","1","2","1","1","2","1","2","1","2"
"19","1","1","1","1","1","2","1","1","1","2","2","2","1","1","2","1","2","2","2","2","2","1","2","2","1","1","1","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","2","1","2","1","2","1","1","2","1","1","2","2","2","2","1","1","1","2","1","1","1","1","1","2","1"
"20","1","2","2","2","2","1","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","2","1","1","1","2","2","1","2","1","1","1","1","2","2","2","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","1","1","2","2","2","2","1","2","1","1","1","2","1","1","2","2","1","1","2","2","2","1","1","1"
"21","2","2","1","1","2","1","1","2","1","1","2","1","1","1","1","1","2","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","1","1","1","2","1","2","1","1","2","1","2","1"
"22","2","2","2","2","1","1","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","1","1","2","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","2","1","2","1","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","1","1","1","2","2","1"
"23","1","2","1","2","2","1","2","1","1","2","1","1","2","1","2","1","2","1","2","1","1","2","1","2","1","1","2","2","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","2","1","1","2","1","2","1","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","1","1","2","2","1","2","2"
"24","2","1","1","2","1","2","2","1","2","2","1","2","2","2","1","1","1","2","1","2","1","1","2","1","1","1","2","2","2","1","1","1","2","1","2","1","2","1","1","2","1","2","1","1","1","1","2","1","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","1","2","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2"
"25","2","2","2","1","1","1","2","2","1","2","2","2","1","1","1","2","2","1","2","2","1","1","1","2","1","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","1","1","2","2","2","1","1","2","1","1","2","2","2","1","1","1","2","1","2","2","1","1","2","2","1","2","1","1","1","1","2","1","1","2","2","2","1","1","1","1","2"
"26","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","2","1","2","1","2","1","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","1","1"
"27","2","1","1","2","2","2","1","2","1","2","1","2","1","1","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","1","1","2","1","1","2","2","2","1","2","1","2","1","2","1","1","1","2","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2"
"28","1","1","1","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","1","2","1","1","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","2","1","1","1","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","1"
"29","2","2","1","1","2","2","2","1","2","2","2","2","1","2","1","1","1","2","2","1","1","2","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","2","1","2","2","1","2","1","1","2","2","2","1","1","2","1","2","1","2","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","2","1","1","2","1","2","2","1","1","2","2","2","1","2","1","1"
"30","2","2","2","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","1","2","1","1","2","2","2","1","2","2","1","1","2","1","2","1","2"
"31","2","1","2","2","2","2","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","2","2","1","1","2","1","2","2","2","2","2","1","2","2","1","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","2","2","1","1"
"32","2","1","1","1","2","1","2","1","1","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","1","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","2","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1","2","1","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2"
"33","1","1","1","2","2","1","2","2","1","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","1","1","2","2","2","2","1","2","2","2","1","1","2","1","2","2","2","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","2","1","1","2","1","1","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","1","2","2"
"34","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","1","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","1","2","1","1","2","2","1","1","2"
"35","2","2","1","2","1","1","2","1","1","1","1","2","1","2","1","1","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","2","1","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","1","2","1","1","2","1","1","2","2","1","1","2","2","1","2","1","2","2","2","2","1","2"
"36","2","1","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","2","1","2","2","2","1","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1","2","1","2","1","2","2","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","1","1","1","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","1"
"37","1","1","2","2","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","2","2","1","2","1","1","2","2","1","1","2","1","2","2","2","1","1","2","2","2","2","2","2","2","1"
"38","2","2","2","1","1","1","1","2","2","1","1","2","1","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","1","2","1","2","1","1","2","2","2","1","1","2","2","1","1","2","1","2","2","2","1","1","1","1","1","2","1","2","2","1","1","2","2","2","2","1","1","1","2","1","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","2","2","1","1","1"
"39","1","1","2","1","2","2","1","1","1","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","2","2","1","2","2","2","1","1","2","1","2","2","2","1","2","1","1","2"
"40","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1"
"41","1","1","1","2","2","1","1","1","1","2","1","1","1","2","2","2","1","2","1","2","1","2","2","1","2","1","1","1","2","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","1","2","1","1","2","1","2","2","1","1","2","1","1","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","1","1","2","1","2"
"42","1","2","2","1","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","1","1","1","1","2","2","1","1","1","1","2","2","1","1","2","1","2","1","2","1","1","2","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","2","1","1","2","1","2","1","2","1","2","1"
"43","2","2","1","2","1","2","2","1","2","1","2","1","1","1","1","2","1","1","1","2","2","2","1","2","2","2","1","2","2","2","2","1","2","1","2","1","1","2","1","2","1","1","2","1","1","1","2","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","2","2","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","1","2","1","1"
"44","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","2","2","1","1","1","1","1","2","1","2","2","1","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","2","2","1","1","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","1","1","2","2","2","1","1","1","2","1","2"
"45","2","2","1","1","2","2","1","1","2","1","2","1","1","1","1","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","1","1","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","1","1","2","2","1","1","2","1","1","2","1"
"46","1","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","1","2","2","1","1","2","1","2","1","2","1","1","1","1","2","1","2","1","1","2","1","2","1","1","2","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1"
"47","2","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","2","2","2","1","1","2","1","2","2","1","1","1","2","1","1","2","2","1","2","1","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","1","1","1"
"48","1","2","1","1","2","1","2","1","2","2","2","2","2","1","2","1","2","1","1","2","1","1","2","1","2","2","1","1","2","2","1","1","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","2","2","1","1","2","2"
"49","2","2","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","2","2","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","1","2","2","2","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","2"
"50","2","1","2","2","1","1","2","2","2","1","1","1","2","1","1","1","2","2","1","2","1","1","1","2","1","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","2","2","1","1","2","1","2","2","2","1","2","1","1","2","2","2","1","2","2","2","1","1","1"
"51","1","2","2","2","1","1","1","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","1","2","2","1","2","1","1","2","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","1","1","1","1","2","1","2","1","2","2","1","1","2","1","1","1","1","2","1","2","2","1","1","2","1","2","1","2","2","2","2","2","1","1","1","2","2"
"52","2","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","1","1","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","1","2","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","2","2","1","1","2","1","2","1"
"53","1","1","1","2","1","1","2","1","1","2","2","2","1","2","1","1","2","2","2","2","2","1","2","1","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1"
"54","2","1","1","2","1","2","1","2","1","2","1","1","2","1","1","2","1","2","2","1","2","1","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","2","2","1","1","2","1","2","1","2","1","2","2","1","2","2","1","2","1","2","1","2","1","2","1","1","2","1","2","2","2","2","1","2","2","1","1","1","2","2","1","2","2","2","1","2","2","1","1","2","2","1"
"55","1","2","2","2","2","2","1","1","2","1","2","2","2","1","1","2","1","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","1","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","1","1","2","2","2","2","2","1","2","2","1","2","2","1","1","1","2","1","2"
"56","2","2","2","2","1","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","1","1","1","2","1","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2"
"57","1","1","1","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","1","2","1","1","1","1","1","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1"
"58","1","1","1","2","2","1","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","1","1","1","2","2","1","1","2","1","1","2","1","2","2","2","2","1","2","1","1","2","2","1","1","2","1","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","1","1","1","1"
"59","2","1","1","2","2","1","2","2","2","1","2","2","2","2","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","1","2","1","1","1","2","2","1","1","2","1","1","2","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","1","1","2","1","2","2","2","2","1","1","2","2","2","1","1","1","1","2","1","1","1","2","1","1","2"
"60","1","2","1","1","1","2","1","2","1","1","2","2","2","2","1","2","1","1","1","2","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","1","2","1","2","1","2","1","2"
"61","1","2","2","2","2","2","1","2","1","1","2","2","2","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","1","1","1","2","2","1","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","2","2","2","1","1","2","1","1","2","1"
"62","2","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","1","2","2","2","2","1","1","2","1","2","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","1","1","2","2","2","1","1","2","2","2","1","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","2","2"
"63","2","1","1","1","1","1","2","1","1","2","2","2","2","2","1","2","2","1","2","1","2","2","1","1","2","2","1","2","1","2","2","2","2","2","1","2","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","2","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","2","1","1","2","1","2","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","2"
"64","1","1","1","2","1","1","1","2","1","1","2","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","1","1","2","2","1","2","1","2","2","2","2","1","2","1","1","1","1","2","2","1","1","2","1","2","2","1","2","2","2"
"65","2","1","2","1","2","1","1","1","2","1","2","1","1","2","2","1","2","2","2","2","2","1","1","2","2","1","1","1","1","1","2","1","1","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","1","1","1","1","1","2","2","1","2","1","1","2","2","2","2","2","1","2","2","2","1","1","1","1","1","2","2","1","2","1","1","2","2","2","2","2","1","2","1","2"
"66","2","2","2","1","1","1","2","1","1","1","1","2","1","2","1","2","2","1","2","1","2","2","1","1","1","2","1","1","2","1","2","1","1","2","1","2","1","2","2","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2"
"67","1","1","2","1","2","1","1","1","2","2","2","1","2","2","1","2","2","1","2","1","1","2","2","1","1","1","2","1","2","1","1","2","1","2","1","2","1","1","1","2","2","2","1","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","2","1","1","2","1","1"
"68","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","2","1","2","1","2","2","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","1","1","1","2","1","2","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","2"
"69","1","2","2","2","2","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","2","1","1","1","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","2","2","1","2","2","1","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","1","1","1","1","2","2","2","1"
"70","2","1","2","1","2","1","2","2","2","1","1","1","2","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","2","1","1","1","2","1","2","1","2","1","1","1","2","1","1","2","1","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","2","1","1","1","1","2","1","2","2","1","2","1","1","2","2","1","2","2","1","2"
"71","1","1","1","2","2","1","1","1","2","2","2","2","1","2","2","2","1","2","2","1","1","2","1","2","1","1","2","1","1","2","1","1","2","2","1","1","1","2","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1","2","2","2","2","1"
"72","1","1","2","1","1","1","2","1","2","2","2","2","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","2","1","1","2","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","1","2","1","1","1","1","2","2","2","2","2","1","1","2","2","2","2"
