"","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87"
"18","1","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","1","1","4","2","1","3","1","2","4","2","3","3","3","2","4","2","3","2","2","1","4","3"
"19","2","1","2","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","3","1","1","3","2","2","4","4","4","4","3","1","2","1","1","1","3","3","3","3"
"20","2","2","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","2","4","3","3","1","1","4","2","2","3","2","4","4","3","1","2","1","2","3","4"
"21","2","2","2","2","2","2","1","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","2","3","3","1","4","1","1","2","4","4","3","1","2","3","1","1","4","2","3","1","4"
"22","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","3","4","4","4","1","1","3","4","2","2","1","2","1","2","3","1","1","1","1","1"
"23","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","3","4","2","4","2","4","3","3","1","1","1","4","4","4","4"
"24","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","2","2","1","2","1","1","3","3","1","2","3","3","2","4","2","2","4","1","4","4","1","3","2"
"25","2","2","2","2","1","1","1","2","2","1","2","1","2","1","1","1","1","2","2","2","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","1","1","1","3","4","4","1","3","3","1","3","2","1","1","4","2","4","1","3","4","2","1","3"
"26","2","1","1","2","1","1","1","2","2","1","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","1","2","1","4","4","1","1","4","2","4","1","4","2","1","4","2","3","1","4"
"27","2","1","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","3","1","4","1","3","3","3","1","3","3","3","2","2","2","4","4","1","3","2"
"28","2","2","1","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","4","2","2","1","2","4","3","1","4","3","3","2","3","4","3","3","1","2","4"
"29","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","1","1","1","3","2","3","4","3","1","4","1","1","2","3","4","1","2","1","2","3","4","1","2"
"30","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","4","1","3","1","2","3","2","4","2","2","3","1","4","3","1","3","3","1","2","4"
"31","2","2","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","2","1","1","1","1","4","2","3","2","1","1","4","3","1","2","3","4","3","1","4","3","2","4","1"
"32","2","1","2","1","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","3","4","4","2","3","2","1","4","1","3","4","2","2","2","2","2","1","4","3"
"33","2","2","2","2","1","1","1","2","1","2","1","1","1","2","2","1","2","2","1","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","4","3","1","1","2","2","3","3","2","2","4","2","1","1","4","3","2","4","3","1"
"34","2","1","2","1","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","1","2","2","1","1","4","4","1","3","1","4","4","3","1","3","1","3","3","2","3","2","4","3","1"
"35","2","1","1","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","2","4","3","3","4","2","2","3","1","1","2","2","4","3","2","4","3","1"
"36","1","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","2","1","2","4","4","1","4","2","1","2","2","3","4","1","1","1","2","3","3","3","1","2","4"
"37","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","3","1","3","4","1","4","3","3","4","3","2","1","2","3","4","4","3","2","4","1"
"38","1","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","1","2","2","2","2","4","4","3","4","4","1","4","1","2","4","1","2","4","3","2","4","1"
"39","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","4","2","3","2","2","2","4","1","1","1","4","4","4","1","2","2","2","2"
"40","2","2","1","1","2","2","1","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","2","1","4","3","2","2","2","1","1","4","2","3","4","2","3","4","1","1","1","1","1"
"41","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","2","1","2","2","2","3","1","4","4","2","4","3","3","1","2","1","3","4","1","1","1","1","1","1"
"42","2","2","1","1","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","1","3","3","2","4","3","2","3","1","3","2","1","1","2","1","3","1","3","4","2"
"43","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","4","3","2","4","4","3","3","1","1","4","1","1","4","4","2","3","1","4"
"44","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","4","4","2","3","3","2","3","3","4","3","1","4","4","2","1","1","4","4","4","4"
"45","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","1","1","1","2","2","1","2","3","4","1","4","1","4","2","4","2","3","2","1","4","4","4","3","2","4","1"
"46","1","2","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","2","1","2","1","2","1","4","1","1","1","4","2","2","4","1","2","4","2","1","1","4","1","4","2","3"
"47","2","1","2","1","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","2","2","1","4","1","1","2","1","1","1","3","2","1","2","1","4","1","4","2","3","4","1","2"
"48","1","2","1","2","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","2","1","2","4","2","4","2","1","1","4","3","4","4","2","1","2","2","2","3","4","2","1","3"
"49","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","2","1","2","4","2","4","2","2","4","3","2","1","2","2","3","2","2","3","4","1","2"
"50","1","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","1","1","1","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1","1","1","2","1","2","1","1","1","1","2","2","3","2","4","3","2","2","1","4","2","1","3","1","4","2","3","4","4","1","3","2"
"51","2","1","1","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","2","1","3","4","4","3","1","4","3","1","1","2","2","2","4","1","4","4","4","4"
"52","2","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","4","1","4","3","2","4","1","4","2","2","2","1","3","3","2","4","3","2","1"
"53","2","2","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","4","2","2","3","1","2","2","3","4","3","1","2","3","4","3","2","4","1"
"54","1","2","2","1","1","2","2","1","1","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","1","2","2","1","2","4","2","2","3","2","4","1","4","3","3","4","3","2","3","4","1","2"
"55","2","1","1","2","1","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","1","1","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","1","2","1","2","3","1","3","1","4","3","3","4","2","2","1","4","3"
"56","2","1","1","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","1","2","2","3","3","3","2","4","1","3","4","4","3","4","4","4","1","2","3","3","1","2","4"
"57","2","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","4","1","2","1","4","2","4","2","1","2","2","4","1","1","2","4","4","1","3","2"
"58","1","2","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","2","1","3","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","2","2","2"
"59","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","1","1","1","1","1","1","4","1","3","4","4","1","4","3","2","1","3","3","3","1","3","1","2","2","2","2"
"60","1","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","3","3","1","1","3","3","4","3","4","4","1","4","4","3","3","2","3","4","1","2"
"61","2","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","3","1","1","1","3","1","4","1","1","3","3","3","4","4","4","1","3","2"
"62","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","1","2","2","4","1","1","4","1","1","2","2","3","3","2","3","3","2","1","4","4","4","4"
"63","2","1","1","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","2","2","3","4","2","2","2","2","2","4","4","3","1","3","1","3","4","2","1","3"
"64","1","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","2","2","4","3","2","3","3","2","1","2","4","2","2","3","1","3","4","4","1","3","2"
"65","2","1","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","3","1","1","2","4","2","4","3","2","2","3","4","2","3","3","4","2","1","3"
"66","1","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","1","2","2","1","1","1","2","1","2","2","1","2","1","1","1","2","2","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","1","1","1","2","2","1","1","2","2","4","1","2","4","2","4","2","1","1","1","2","2","2","3","4","2","1","2","3","4"
"67","1","1","2","2","2","1","2","1","2","2","2","2","1","2","1","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","2","1","2","1","2","2","1","4","3","3","4","4","3","2","4","1","3","2","1","1","2","3","4","2","1","3"
"68","1","1","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","2","2","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","1","1","1","2","1","2","2","1","2","2","1","2","1","1","1","2","2","1","2","1","2","1","2","2","3","4","1","1","1","2","3","1","1","1","4","1","3","2","2","4","3","2","4","1"
"69","2","1","1","2","2","1","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","4","3","3","3","3","2","2","3","2","2","1","4","2","1","3","4","3","2","4","1"
"70","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","1","2","2","2","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","1","1","2","2","2","1","2","1","1","1","1","4","4","4","1","3","2","3","3","2","3","3","4","1","4","1","3","3","3","3"
"71","2","2","2","2","2","1","2","1","1","1","1","1","1","2","1","2","2","1","2","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","1","1","2","1","2","2","1","2","1","2","2","1","1","1","2","1","2","3","4","1","4","3","4","1","2","1","2","4","3","4","4","4","2","2","1","4","3"
"72","2","2","1","1","1","1","1","2","2","1","1","2","2","1","2","2","1","1","1","2","2","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","3","2","3","4","4","2","2","2","4","3","2","3","2","4","2","3","4","1","2"
"73","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","2","1","1","2","1","3","4","4","3","1","4","4","1","2","3","2","1","2","3","4"
"74","2","2","1","1","2","1","2","2","1","2","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","1","2","2","2","1","2","4","2","2","1","2","3","3","4","4","3","3","1","2","4","3","2","4","3","2","1"
"75","2","2","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","1","1","2","2","1","1","1","3","3","4","1","1","2","2","1","3","4","4","1","1","1","4","1","4","4","4","4"
