,A,B
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,2,1
41,2,2
42,2,3
43,2,4
44,2,5
45,2,6
46,2,7
47,2,8
48,2,9
49,2,10
50,2,11
51,2,12
52,2,13
53,2,14
54,2,15
55,2,16
56,2,17
57,2,18
58,2,19
59,2,20
60,2,21
61,2,22
62,2,23
63,2,24
64,2,25
65,2,26
66,2,27
67,2,28
68,2,29
69,2,30
70,2,31
71,2,32
72,2,33
73,2,34
74,2,35
75,2,36
76,2,37
77,2,38
78,2,39
